# Created by Octave 4.0.0, Tue Sep 08 15:17:43 2015 Eastern Daylight Time <unknown@Loki>
# name: postparent
# type: matrix
# rows: 24
# columns: 24
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578
 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578 578


