# Created by Octave 4.0.0, Tue Sep 08 13:37:43 2015 Eastern Daylight Time <unknown@Loki>
# name: maxtpre
# type: matrix
# rows: 8
# columns: 8
 1.422222222222222 2.04 8.039999999999999 2.04 1.422222222222222 1.422222222222222 1.422222222222222 1.422222222222222
 2.03 8.029999999999999 8.039999999999999 8.030000000000001 2.03 2.03 1.244444444444444 1.244444444444444
 1.066666666666667 2.03 8.030000000000001 2.03 2.02 8.02 2.02 1.066666666666667
 0.888888888888889 0.888888888888889 2.02 2.01 8.01 8.02 8.01 2.01
 0.9142857142857144 0.9142857142857144 2.02 0.9142857142857144 2.02 8.01 2.02 0.9142857142857144
 1.142857142857143 2.03 8.029999999999999 2.03 1.142857142857143 2.02 1.142857142857143 1.142857142857143
 2.04 8.039999999999999 8.039999999999999 8.039999999999999 2.04 1.371428571428571 1.371428571428571 1.371428571428571
 1.6 2.05 8.039999999999999 2.05 1.6 1.6 1.6 1.6


